,Borough,Neighborhood,Building_Class_Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,address,Apartment Number,Zip Code,Residential_Units,Commercial_Units,Total Units,Land_Square_Feet,Gross Square Feet,Year Built,Tax_Class_At_Time_Of_Sale,Building_Class_At_Time_Of_Sale,Sale_Price,sale date,latitude,longitude
7523,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,6417,46,,A5,146-21 HORACE HARDING EXPWY,,11367,1,0,1,"1,854","1,620",1950,1,A5,868000,2/10/2022,40.7418516,-73.8225015
7526,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,6421,48,,A5,148-10 BOOTH MEMORIAL AVE,,11355,1,0,1,"1,799","1,296",1950,1,A5,1,8/22/2022,40.7442265,-73.819388
7536,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,6425,3,,A5,148-55 HORACE HARDING EXPWY,,11367,1,0,1,"1,799","1,530",1965,1,A5,980000,11/17/2022,40.740881,-73.8196135
7538,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,6425,28,,A5,148-07 HORACE HARDING EXPWY,,11367,1,0,1,"1,799","1,530",1965,1,A5,998000,7/18/2022,40.7413746,-73.8210882
7540,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,6430,25,,A5,150-56 BOOTH MEMORIAL AVE,,11355,1,0,1,"1,998","1,332",1950,1,A5,960000,3/23/2022,40.7432253,-73.8163593
7552,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,6434,34,,A5,150-35 HORACE HARDING EXPWY,,11367,1,0,1,"1,799","1,224",1950,1,A5,882500,11/28/2022,40.740357,-73.8180488
7565,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,6724,8,,A0,57-08 PARSONS BOULEVARD,,11365,1,0,1,"4,000","1,420",1950,1,A0,838000,2/9/2022,40.7420603,-73.8104766
7576,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,6735,56,,A5,59-44 PARSONS BOULEVARD,,11365,1,0,1,"2,667","1,296",1940,1,A5,0,4/10/2022,40.7393515,-73.8106539
7577,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,6736,17,,A5,59-37 PARSONS BOULEVARD,,11365,1,0,1,"2,625","1,296",1960,1,A5,980000,8/5/2022,40.7395151,-73.8099931
7578,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,6736,25,,A1,59-17 PARSONS BOULEVARD,,11365,1,0,1,"2,433","1,428",1940,1,A1,958000,5/2/2022,40.740064,-73.8099591
7591,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,7376,14,,A5,50-18 FRANCIS LEWIS BLVD,,11364,1,0,1,"2,425",896,1955,1,A5,833888,3/3/2022,40.7497282,-73.7791671
7596,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,7408,14,,A1,53-14 FRANCIS LEWIS BLVD,,11364,1,0,1,"3,880","1,350",1940,1,A1,0,3/31/2022,40.7481595,-73.7784216
7597,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,7408,20,,A2,53-30 FRANCIS LEWIS BLVD,,11364,1,0,1,"3,880","1,158",1950,1,A2,940000,7/15/2022,40.7477475,-73.7782245
7601,4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,7428,22,,A0,56-32 FRANCIS LEWIS BLVD,,11364,1,0,1,"4,000","1,169",1945,1,A0,0,3/11/2022,40.7461596,-73.7774899
7605,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,4695,10,,B2,150-24 24 AVENUE,,11357,2,0,2,"3,999","2,250",1950,1,B2,1475000,6/28/2022,40.7768881,-73.8136812
7613,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,4790,18,,B2,146-20 WILLETS POINT BLVD,,11357,2,0,2,"4,704","2,600",1960,1,B2,1638000,4/4/2022,40.7765098,-73.8209107
7629,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,4836,16,,B3,30-25 MURRAY STREET,,11354,2,0,2,"4,559","1,620",1915,1,B3,1170000,9/21/2022,40.7707413,-73.812832
7634,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,4860,30,,B9,21-40 CLINTONVILLE STREET,,11357,2,0,2,"1,738","2,601",1960,1,B9,0,12/17/2022,40.7784095,-73.8041916
7636,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,4889,57,,S2,161-11 BAYSIDE LANE,,11358,2,1,3,"2,044","2,600",1931,1,S2,960000,7/14/2022,40.7714603,-73.8029088
7638,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,4889,61,,S2,161-05 BAYSIDE LANE,,11358,2,1,3,"2,281","2,600",1931,1,S2,0,9/27/2022,40.7714415,-73.803129
7639,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,4889,61,,S2,161-05 BAYSIDE LANE,,11358,2,1,3,"2,281","2,600",1931,1,S2,960000,7/14/2022,40.7714415,-73.803129
7647,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,4915,6,,B1,25-35 BAYSIDE LANE,,11358,2,0,2,"2,440","1,760",1955,1,B1,1150000,9/2/2022,40.7734084,-73.7977437
7651,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,4940,32,,B1,32-43 UTOPIA PARKWAY,,11358,2,0,2,"3,200","1,356",1955,1,B1,0,6/3/2022,40.7675661,-73.7923065
7653,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,4946,184,,B2,34-08 LINNEAUS PLACE,,11354,2,0,2,"1,600","1,572",1901,1,B2,0,9/14/2022,40.7653834,-73.8342435
7654,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,4981,24,,B3,33-04 143 STREET,,11354,2,0,2,"1,640","1,320",1940,1,B3,968000,3/4/2022,40.7678394,-73.826425
7672,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5034,31,,B1,150-32 ROOSEVELT AVENUE,,11354,2,0,2,"4,013","3,804",2015,1,B1,2270000,6/15/2022,40.7637729,-73.8131692
7673,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5040,15,,B2,132-14 41 ROAD,,11355,2,0,2,"4,125","2,283",1920,1,B2,2990000,11/28/2022,40.7555166,-73.8327448
7674,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5066,689,,B2,131-70 MAPLE AVENUE,,11355,2,0,2,"2,500","1,680",1920,1,B2,0,3/25/2022,40.7534449,-73.8331507
7675,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5102,38,,B1,132-59 POPLE AVENUE,,11355,2,0,2,"3,000","3,496",1975,1,B1,0,10/18/2022,40.7539026,-73.8307818
7676,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5102,56,,B1,132-19 POPLE AVENUE,,11355,2,0,2,"2,401","1,920",1925,1,B1,2250500,7/20/2022,40.7534159,-73.8320788
7677,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5102,57,,B1,132-17 POPLE AVENUE,,11355,2,0,2,"2,401","1,920",1925,1,B1,2250500,7/20/2022,40.7533858,-73.8321583
7678,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5102,59,,B1,132-15 POPLE AVENUE,,11355,2,0,2,"2,801","1,920",1925,1,B1,1999000,7/20/2022,40.7533557,-73.8322414
7680,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5104,25,,B1,132-48 POPLE AVENUE,,11355,2,0,2,"2,499","2,000",1945,1,B1,0,10/18/2022,40.7534086,-73.8308769
7681,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5104,47,,B1,132-45 AVERY AVENUE,,11355,2,0,2,"2,399","2,000",1945,1,B1,1680000,9/20/2022,40.7530848,-73.8309246
7682,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5104,60,,B1,132-11 AVERY AVENUE,,11355,2,0,2,"2,142","1,974",1955,1,B1,0,7/13/2022,40.7527021,-73.8319506
7683,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5105,52,,B1,42-68 SAULL STREET,,11355,2,0,2,"2,295","1,890",1950,1,B1,1700000,1/30/2023,40.75263,-73.8295903
7684,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5105,53,,B1,133-27 BLOSSOM AVENUE,,11355,2,0,2,"2,166","1,890",1950,1,B1,0,8/19/2022,40.7526495,-73.8298177
7685,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5109,134,,B1,42-89 CROMMELIN STREET,,11355,2,0,2,"2,440","2,500",1970,1,B1,0,5/6/2022,40.7519054,-73.829603
7686,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5118,21,,B9,134-08 ELDER AVENUE,,11355,2,0,2,"2,332","1,881",1958,1,B9,95850,6/16/2022,40.7488323,-73.8302713
7689,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5121,7,,S2,41-83 FRAME PLACE,,11355,2,1,3,"2,099","4,404",1969,1,S2,0,8/19/2022,40.7552848,-73.8300419
7690,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5122,6,,B1,42-25 SAULL STREET,,11355,2,0,2,"2,064","3,232",1975,1,B1,1750000,10/6/2022,40.7539534,-73.8298901
7696,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5132,3,,B1,137-15 BOOTH MEMORIAL AVE,,11355,2,0,2,"3,201","2,836",1950,1,B1,1600000,9/23/2022,40.7470521,-73.8273779
7698,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5135,34,,S2,42-64 KISSENA BOULEVARD,,11355,2,1,3,"2,985","3,540",1955,1,S2,2600000,7/8/2022,40.7557475,-73.8256011
7699,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5136,33,,B1,42-26 COLDEN STREET,,11355,2,0,2,"2,309","3,265",1960,1,B1,0,8/1/2022,40.7537676,-73.8267541
7700,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5140,16,,B3,43-16 BYRD STREET,,11355,2,0,2,"1,799","1,400",1940,1,B3,0,6/27/2022,40.7521965,-73.8260543
7701,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5146,72,,B1,137-47 GERANIUM AVENUE,,11355,2,0,2,"4,770","3,492",1983,1,B1,0,4/12/2022,40.7510143,-73.8211922
7704,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5147,34,,B2,45-40 KISSENA BOULEVARD,,11355,2,0,2,"3,500","2,494",1930,1,B2,1500000,7/7/2022,40.7511801,-73.8201234
7705,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5147,34,,B2,45-40 KISSENA BOULEVARD,,11355,2,0,2,"3,500","2,494",1930,1,B2,1500000,12/12/2022,40.7511801,-73.8201234
7707,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5148,155,,B1,137-39 JUNIPER AVENUE,,11355,2,0,2,"2,500","1,700",1989,1,B1,1470000,3/14/2022,40.7496653,-73.8203116
7708,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5150,44,,B2,137-39 LABURNUM AVENUE,,11355,2,0,2,"2,499","1,796",2021,1,B2,1513688,12/19/2022,40.7488669,-73.8187582
7709,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5150,45,,B2,137-37 LABURNUM AVENUE,,11355,2,0,2,"2,499","1,796",2021,1,B2,1513688,10/6/2022,40.7488258,-73.8188233
7710,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5152,35,,B1,137-37 NEGUNDO AVENUE,,11355,2,0,2,"3,999","2,802",1950,1,B1,1550000,6/27/2022,40.7482272,-73.816959
7711,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5153,30,,B3,137-11 OAK AVENUE,,11355,2,0,2,"4,960","2,924",1920,1,B3,2100000,9/13/2022,40.747538,-73.816766
7712,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5155,5,,S2,51-14 KISSENA BOULEVARD,,11355,2,1,3,"4,620","3,632",1983,1,S2,0,9/28/2022,40.7467917,-73.8152054
7713,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5171,14,,B3,142-20 56 ROAD,,11355,2,0,2,"2,199","1,940",1930,1,B3,1420000,6/16/2022,40.7461887,-73.8227137
7715,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5175,14,,B1,148-19 BOOTH MEMORIAL AVE,,11355,2,0,2,"1,799","1,260",1940,1,B1,1150000,11/15/2022,40.744588,-73.8188601
7716,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5175,20,,B1,148-07 BOOTH MEMORIAL AVE,,11355,2,0,2,"2,000","1,260",1940,1,B1,0,3/1/2022,40.7447093,-73.8192206
7726,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5190,22,,B1,143-23 CHERRY AVENUE,,11355,2,0,2,"2,660","1,600",2003,1,B1,0,5/25/2022,40.756142,-73.8197455
7727,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5190,25,,B1,143-19 CHERRY AVENUE,,11355,2,0,2,"2,659","1,600",2003,1,B1,1240000,6/17/2022,40.7560599,-73.8198756
7730,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5196,18,,S2,43-49 SMART STREET,,11355,2,1,3,"2,000","2,736",1965,1,S2,0,1/18/2023,40.755017,-73.8181965
7731,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5197,30,,B3,43-18 PARSONS BOULEVARD,,11355,2,0,2,"5,706","2,603",1905,1,B3,1620000,1/17/2023,40.7565695,-73.8175606
7732,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5200,17,,B2,45-22 UNION STREET,,11355,2,0,2,"3,749","2,300",2003,1,B2,300000,6/3/2022,40.7523264,-73.8194634
7734,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5201,14,,B3,45-26 ROBINSON STREET,,11355,2,0,2,"4,999","3,000",1920,1,B3,0,8/2/2022,40.7526654,-73.8186432
7735,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5202,130,,B1,142-13 HOLLY AVENUE,,11355,2,0,2,"2,133","1,800",1989,1,B1,0,11/3/2022,40.7522457,-73.8170635
7736,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5204,21,,B1,45-42 BURLING STREET,,11355,2,0,2,"2,499","1,622",1988,1,B1,0,12/29/2022,40.7536661,-73.8162006
7737,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5205,42,,B3,146-17 GEORGIA ROAD,,11355,2,0,2,"3,999","2,396",1920,1,B3,0,10/26/2022,40.7546788,-73.8161003
7738,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5206,17,,B3,146-34 GEORGIA ROAD,,11355,2,0,2,"4,000","2,676",1920,1,B3,331890,5/3/2022,40.7546747,-73.8152774
7739,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5206,28,,B2,45-40 PARSONS BOULEVARD,,11355,2,0,2,"5,049","3,299",2017,1,B2,0,10/10/2022,40.754748,-73.8147466
7740,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5208,15,,B3,46-10 UNION STREET,,11355,2,0,2,"2,500","1,440",1910,1,B3,1107856,3/18/2022,40.7509158,-73.8178864
7741,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5208,23,,B3,46-34 UNION STREET,,11355,2,0,2,"3,000","1,964",1970,1,B3,0,1/12/2023,40.7504484,-73.8173644
7742,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5209,39,,B2,46-23 UNION STREET,,11355,2,0,2,"4,999","2,202",1925,1,B2,0,10/31/2022,40.7509504,-73.817197
7744,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5211,28,,B3,143-15 LABURNUM AVENUE,,11355,2,0,2,"4,167","1,908",1920,1,B3,434487,11/28/2022,40.7512404,-73.8148827
7746,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5216,130,,B3,140-07 NEGUNDO AVENUE,,11355,2,0,2,"4,200","1,968",1955,1,B3,1440000,6/29/2022,40.7486162,-73.8164743
7747,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5218,16,,B3,47-32 BOWNE STREET,,11355,2,0,2,"3,550","3,600",1945,1,B3,1800000,6/15/2022,40.7500238,-73.8144349
7748,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5218,30,,B1,47-19 ROBINSON STREET,,11355,2,0,2,"4,000","2,812",1950,1,B1,0,4/13/2022,40.7501868,-73.8151418
7749,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5218,114,,B3,47-26 BOWNE STREET,,11355,2,0,2,"3,159","2,436",1950,1,B3,697126,5/31/2022,40.7501641,-73.8146474
7750,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5220,1,,B1,144-02 LABURNUM AVENUE,,11355,2,0,2,"4,024","2,112",1965,1,B1,0,12/23/2022,40.7511374,-73.8139842
7751,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5223,19,,B1,50-04 ROBINSON STREET,,11355,2,0,2,"4,999","2,378",1950,1,B1,990000,12/8/2022,40.7486371,-73.8140742
7752,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5224,15,,B3,142-11 OAK AVENUE,,11355,2,0,2,"3,607","1,700",1925,1,B3,1380000,7/29/2022,40.7493449,-73.8138665
7753,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5229,46,,B1,140-01 QUINCE AVENUE,,11355,2,0,2,"3,024","2,640",1950,1,B1,1545000,6/21/2022,40.7469447,-73.8148044
7754,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5230,24,,B1,140-45 ROSE AVENUE,,11355,2,0,2,"4,999","2,548",1950,1,B1,1405000,6/2/2022,40.7471284,-73.8129705
7755,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5233,12,,B2,143-28 POPLAR AVENUE,,11355,2,0,2,"4,000","2,160",1950,1,B2,0,3/30/2022,40.7491301,-73.8117414
7756,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5233,42,,B3,143-15 QUINCE AVENUE,,11355,2,0,2,"3,999","1,900",1930,1,B3,404548,8/11/2022,40.7486912,-73.811887
7757,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5237,22,,S2,34-03 MURRAY STREET,,11354,2,1,3,"5,649","3,668",1970,1,S2,0,7/25/2022,40.7670988,-73.8126906
7758,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5237,22,,S2,34-03 MURRAY STREET,,11354,2,1,3,"5,649","3,668",1970,1,S2,0,1/5/2023,40.7670988,-73.8126906
7765,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5266,28,,B2,152-25 ROOSEVELT AVENUE,,11354,2,0,2,"3,200","2,220",1920,1,B2,25000,3/17/2022,40.7642701,-73.8117275
7768,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5285,24,,S2,163-17 DEPOT ROAD,,11358,2,1,3,"1,960","4,400",1935,1,S2,1580000,4/14/2022,40.7621325,-73.8022216
7769,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5288,11,,B3,36-19 165 STREET,,11358,2,0,2,"4,000","2,481",1935,1,B3,0,5/4/2022,40.7623712,-73.8005929
7772,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5296,3,,S2,169-06 CROCHERON AVENUE,,11358,2,1,3,"2,080","2,400",1920,1,S2,0,3/7/2022,40.7625485,-73.7967948
7775,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5304,15,,B3,35-27 UTOPIA PARKWAY,,11358,2,0,2,"3,600","1,687",1935,1,B3,1120000,6/2/2022,40.7637299,-73.7928058
7783,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5319,19,,B2,36-44 FRANCIS LEWIS BLVD,,11358,2,0,2,"3,399","1,740",1970,1,B2,980000,3/31/2022,40.7629767,-73.7862093
7789,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5328,11,,B1,155-07 SANFORD AVENUE,,11355,2,0,2,"4,000","3,375",1960,1,B1,1,2/10/2022,40.7615884,-73.8100204
7790,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5328,27,,B3,154-20 BARCLAY AVENUE,,11355,2,0,2,"2,500","1,494",1925,1,B3,1240000,4/6/2022,40.7618852,-73.810247
7794,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5334,13,,B1,41-09 161 STREET,,11358,2,0,2,"2,525","2,630",1950,1,B1,0,4/19/2022,40.7611346,-73.8045348
7797,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5346,31,,B2,41-12 170 STREET,,11358,2,0,2,"4,699","2,316",1930,1,B2,1245000,11/1/2022,40.7595815,-73.7968399
7798,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5359,28,,B1,194-06 STATION ROAD,,11358,2,0,2,"2,307","2,656",1950,1,B1,1200000,12/6/2022,40.7610225,-73.7877281
7804,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5361,27,,B2,40-08 FRANCIS LEWIS BLVD,,11361,2,0,2,"5,200","2,346",1920,1,B2,0,1/4/2023,40.7611336,-73.78545
7818,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5378,15,,B2,147-22 ASH AVENUE,,11355,2,0,2,"5,500","2,731",1960,1,B2,1820000,4/8/2022,40.7588643,-73.8159408
7833,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5396,18,,S2,165-02 SANFORD AVE,,11358,2,1,3,"13,146","19,503",2019,1,S2,0,3/22/2022,40.7595311,-73.800984
7834,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5404,8,,B3,147-30 CHERRY AVENUE,,11355,2,0,2,"4,999","3,371",1910,1,B3,0,1/15/2023,40.7575672,-73.8149914
7835,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5404,34,,B1,147-23 DELAWARE AVENUE,,11355,2,0,2,"4,416","3,286",1950,1,B1,0,12/21/2022,40.7572354,-73.8151439
7836,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5404,35,,B1,147-19 DELAWARE AVENUE,,11355,2,0,2,"3,999","2,600",1955,1,B1,1490000,12/12/2022,40.7571972,-73.8152812
7837,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5407,7,,B3,149-06 BEECH AVENUE,,11355,2,0,2,"5,500","2,516",1920,1,B3,1450000,7/15/2022,40.7586827,-73.8139523
7838,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5407,11,,B3,149-18 BEECH AVENUE,,11355,2,0,2,"3,999","2,150",1920,1,B3,1150000,12/19/2022,40.7587259,-73.8135227
7839,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5407,69,,B3,149-15 CHERRY AVENUE,,11355,2,0,2,"3,999","2,735",1915,1,B3,0,11/14/2022,40.7584594,-73.8133971
7840,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5409,24,,B3,149-60 DELAWARE AVENUE,,11355,2,0,2,"3,999","2,360",1910,1,B3,0,1/17/2023,40.7577591,-73.8114715
7841,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5410,29,,B3,149-50 ELM AVENUE,,11355,2,0,2,"4,000","2,072",1910,1,B3,0,5/26/2022,40.7570016,-73.8114845
7856,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5423,14,,B1,43-51 165 STREET,,11358,2,0,2,"4,000","2,010",1899,1,B1,0,4/29/2022,40.757001,-73.8013236
7859,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5424,18,,B2,43-43 166 STREET,,11358,2,0,2,"4,000","1,920",1930,1,B2,0,5/5/2022,40.7571997,-73.8003557
7864,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5432,47,,B1,149-51 HAWTHORN AVENUE,,11355,2,0,2,"3,000","2,100",1993,1,B1,0,3/31/2022,40.7560786,-73.8109998
7865,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5434,18,,B3,149-34 HOLLYWOOD AVENUE,,11355,2,0,2,"4,880","2,680",1925,1,B3,1295000,2/3/2022,40.7548051,-73.811072
7869,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5440,34,,B1,45-11 161 STREET,,11358,2,0,2,"3,999","2,300",1960,1,B1,0,1/27/2023,40.7560388,-73.8052392
7874,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5453,4,,B3,46-39 PARSONS BOULEVARD,,11355,2,0,2,"5,664","2,528",1925,1,B3,1350000,3/15/2022,40.7531991,-73.8125311
7880,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5457,62,,B1,46-54 159 STREET,,11358,2,0,2,"4,000","2,024",1940,1,B1,0,3/21/2022,40.7524591,-73.808184
7883,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5489,18,,B1,47-31 159 STREET,,11358,2,0,2,"3,999","1,872",1940,1,B1,1300000,1/10/2023,40.7509324,-73.8078094
7884,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5490,7,,B2,160-09 OAK AVENUE,,11358,2,0,2,"3,800","2,660",1960,1,B2,1480000,9/12/2022,40.7502995,-73.806844
7885,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5511,61,,B3,43-32 UTOPIA PARKWAY,,11358,2,0,2,"3,297","1,930",1955,1,B3,1600000,1/5/2023,40.756715,-73.7932139
7900,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5581,33,,B3,46-28 UTOPIA PARKWAY,,11358,2,0,2,"3,533","1,584",1920,1,B3,1220000,8/12/2022,40.7523141,-73.7926284
7901,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5581,36,,B3,46-34 UTOPIA PARKWAY,,11358,2,0,2,"3,500","1,584",1920,1,B3,0,7/8/2022,40.7521219,-73.7926001
7905,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5582,54,,B3,171-25 ASHBY AVENUE,,11358,2,0,2,"3,230","2,424",1940,1,B3,0,5/13/2022,40.7528869,-73.793648
7906,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5584,3,,B3,171-06 BAGLEY AVENUE,,11358,2,0,2,"3,000","1,590",1940,1,B3,0,5/19/2022,40.7517573,-73.7943626
7907,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5595,56,,B3,50-56 UTOPIA PARKWAY,,11365,2,0,2,"4,158","1,930",1950,1,B3,1530000,11/22/2022,40.742925,-73.7930293
7908,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5601,34,,B1,46-17 188 STREET,,11358,2,0,2,"2,000","2,016",1965,1,B1,0,10/22/2022,40.7525434,-73.7918986
7910,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5603,1,,B3,46-41 190 STREET,,11358,2,0,2,"2,639","1,410",1925,1,B3,800000,9/9/2022,40.7513338,-73.7893506
7915,4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5612,48,,B3,47-20 194 STREET,,11358,2,0,2,"3,999","2,250",1955,1,B3,0,11/7/2022,40.7515793,-73.7870255
